livraison_id,date_commande,entrepot,transporteur,distance_km,proba_a_l_heure,a_l_heure,date_livraison_prevue,retard_jours_(nombre),date_livraison_reelle,cout_km_(€),cout_transport_(€)
2483,2025-03-07,Entrepot_C,Transporteur_X,797,0.77,True,2025-03-11,0,2025-03-11,1.4,1116.0
2484,2025-12-13,Entrepot_C,Transporteur_Z,744,0.86,True,2025-12-16,0,2025-12-16,1.05,781.0
2485,2025-06-02,Entrepot_B,Transporteur_Y,768,0.92,True,2025-06-06,0,2025-06-06,1.2,922.0
2486,2025-10-27,Entrepot_B,Transporteur_Z,102,0.86,True,2025-10-28,0,2025-10-28,1.05,107.0
2487,2025-03-12,Entrepot_C,Transporteur_Y,310,0.92,True,2025-03-14,0,2025-03-14,1.2,372.0
2488,2025-02-10,Entrepot_C,Transporteur_Z,218,0.86,False,2025-02-12,3,2025-02-15,1.05,229.0
2489,2025-05-01,Entrepot_C,Transporteur_Y,657,0.92,True,2025-05-04,0,2025-05-04,1.2,788.0
2490,2025-04-14,Entrepot_C,Transporteur_X,346,0.77,True,2025-04-16,0,2025-04-16,1.4,484.0
2491,2025-12-09,Entrepot_A,Transporteur_Z,378,0.86,True,2025-12-11,0,2025-12-11,1.05,397.0
2492,2025-09-12,Entrepot_C,Transporteur_Y,238,0.92,True,2025-09-14,0,2025-09-14,1.2,286.0
2493,2025-01-04,Entrepot_C,Transporteur_Y,431,0.92,True,2025-01-06,0,2025-01-06,1.2,517.0
2494,2025-11-14,Entrepot_A,Transporteur_X,405,0.77,True,2025-11-16,0,2025-11-16,1.4,567.0
2495,2025-09-13,Entrepot_B,Transporteur_Y,774,0.92,True,2025-09-17,0,2025-09-17,1.2,929.0
2496,2025-04-01,Entrepot_A,Transporteur_X,450,0.77,True,2025-04-03,0,2025-04-03,1.4,630.0
2497,2025-09-30,Entrepot_B,Transporteur_Y,501,0.92,True,2025-10-03,0,2025-10-03,1.2,601.0
2498,2025-01-27,Entrepot_A,Transporteur_Z,328,0.86,False,2025-01-29,3,2025-02-01,1.05,344.0
2499,2025-03-27,Entrepot_A,Transporteur_Y,671,0.92,True,2025-03-30,0,2025-03-30,1.2,805.0
2500,2025-04-08,Entrepot_C,Transporteur_X,396,0.77,True,2025-04-10,0,2025-04-10,1.4,554.0
2501,2025-11-06,Entrepot_B,Transporteur_Y,756,0.92,True,2025-11-10,0,2025-11-10,1.2,907.0
2502,2025-03-07,Entrepot_C,Transporteur_Z,65,0.86,True,2025-03-08,0,2025-03-08,1.05,68.0
2503,2025-09-02,Entrepot_A,Transporteur_Z,212,0.86,True,2025-09-04,0,2025-09-04,1.05,223.0
2504,2025-12-27,Entrepot_B,Transporteur_Z,151,0.86,True,2025-12-29,0,2025-12-29,1.05,159.0
2505,2025-01-24,Entrepot_C,Transporteur_Z,430,0.86,True,2025-01-26,0,2025-01-26,1.05,452.0
2506,2025-01-25,Entrepot_A,Transporteur_Y,417,0.92,True,2025-01-27,0,2025-01-27,1.2,500.0
2507,2025-10-29,Entrepot_A,Transporteur_Y,361,0.92,True,2025-10-31,0,2025-10-31,1.2,433.0
2508,2025-06-25,Entrepot_B,Transporteur_X,536,0.77,True,2025-06-28,0,2025-06-28,1.4,750.0
2509,2025-01-05,Entrepot_C,Transporteur_X,427,0.77,True,2025-01-07,0,2025-01-07,1.4,598.0
2510,2025-09-04,Entrepot_A,Transporteur_Y,669,0.92,True,2025-09-07,0,2025-09-07,1.2,803.0
2511,2025-12-19,Entrepot_C,Transporteur_X,415,0.77,False,2025-12-21,1,2025-12-22,1.4,581.0
2512,2025-04-04,Entrepot_C,Transporteur_Y,754,0.92,True,2025-04-08,0,2025-04-08,1.2,905.0
2513,2025-11-23,Entrepot_C,Transporteur_Y,431,0.92,True,2025-11-25,0,2025-11-25,1.2,517.0
2514,2025-07-06,Entrepot_A,Transporteur_Y,554,0.92,True,2025-07-09,0,2025-07-09,1.2,665.0
2515,2025-02-13,Entrepot_B,Transporteur_X,483,0.77,True,2025-02-16,0,2025-02-16,1.4,676.0
2516,2025-10-19,Entrepot_C,Transporteur_Z,281,0.86,True,2025-10-21,0,2025-10-21,1.05,295.0
2517,2025-07-13,Entrepot_B,Transporteur_Z,746,0.86,True,2025-07-16,0,2025-07-16,1.05,783.0
2518,2025-07-13,Entrepot_C,Transporteur_X,234,0.77,True,2025-07-15,0,2025-07-15,1.4,328.0
2519,2025-04-24,Entrepot_A,Transporteur_X,696,0.77,True,2025-04-27,0,2025-04-27,1.4,974.0
2520,2025-11-18,Entrepot_A,Transporteur_X,86,0.77,True,2025-11-19,0,2025-11-19,1.4,120.0
2521,2025-10-20,Entrepot_A,Transporteur_Y,657,0.92,True,2025-10-23,0,2025-10-23,1.2,788.0
2522,2025-07-23,Entrepot_C,Transporteur_Z,186,0.86,True,2025-07-25,0,2025-07-25,1.05,195.0
2523,2025-07-18,Entrepot_C,Transporteur_X,426,0.77,False,2025-07-20,2,2025-07-22,1.4,596.0
2524,2025-07-15,Entrepot_B,Transporteur_Y,619,0.92,True,2025-07-18,0,2025-07-18,1.2,743.0
2525,2025-08-17,Entrepot_B,Transporteur_Z,662,0.86,True,2025-08-20,0,2025-08-20,1.05,695.0
2526,2025-12-10,Entrepot_C,Transporteur_Y,162,0.92,True,2025-12-12,0,2025-12-12,1.2,194.0
2527,2025-07-23,Entrepot_B,Transporteur_Z,62,0.86,True,2025-07-24,0,2025-07-24,1.05,65.0
2528,2025-09-05,Entrepot_B,Transporteur_X,425,0.77,True,2025-09-07,0,2025-09-07,1.4,595.0
2529,2025-09-30,Entrepot_C,Transporteur_Y,135,0.92,False,2025-10-01,2,2025-10-03,1.2,162.0
2530,2025-01-19,Entrepot_A,Transporteur_Z,648,0.86,True,2025-01-22,0,2025-01-22,1.05,680.0
2531,2025-02-02,Entrepot_C,Transporteur_Z,700,0.86,True,2025-02-05,0,2025-02-05,1.05,735.0
2532,2025-02-06,Entrepot_A,Transporteur_Y,652,0.92,True,2025-02-09,0,2025-02-09,1.2,782.0
2533,2025-04-17,Entrepot_A,Transporteur_Y,101,0.92,True,2025-04-18,0,2025-04-18,1.2,121.0
2534,2025-12-09,Entrepot_A,Transporteur_Z,676,0.86,True,2025-12-12,0,2025-12-12,1.05,710.0
2535,2025-06-14,Entrepot_A,Transporteur_Y,607,0.92,True,2025-06-17,0,2025-06-17,1.2,728.0
2536,2025-03-21,Entrepot_C,Transporteur_Y,516,0.92,False,2025-03-24,2,2025-03-26,1.2,619.0
2537,2025-02-08,Entrepot_C,Transporteur_Y,260,0.92,True,2025-02-10,0,2025-02-10,1.2,312.0
2538,2025-02-14,Entrepot_C,Transporteur_X,431,0.77,True,2025-02-16,0,2025-02-16,1.4,603.0
2539,2025-02-15,Entrepot_B,Transporteur_Z,764,0.86,True,2025-02-19,0,2025-02-19,1.05,802.0
2540,2025-02-12,Entrepot_A,Transporteur_Y,267,0.92,True,2025-02-14,0,2025-02-14,1.2,320.0
2541,2025-10-23,Entrepot_A,Transporteur_Y,370,0.92,False,2025-10-25,2,2025-10-27,1.2,444.0
2542,2025-03-16,Entrepot_C,Transporteur_Z,251,0.86,True,2025-03-18,0,2025-03-18,1.05,264.0
2543,2025-03-21,Entrepot_C,Transporteur_X,341,0.77,True,2025-03-23,0,2025-03-23,1.4,477.0
2544,2025-04-29,Entrepot_B,Transporteur_X,545,0.77,True,2025-05-02,0,2025-05-02,1.4,763.0
2545,2025-02-17,Entrepot_C,Transporteur_X,713,0.77,True,2025-02-20,0,2025-02-20,1.4,998.0
2546,2025-12-26,Entrepot_A,Transporteur_Z,509,0.86,True,2025-12-29,0,2025-12-29,1.05,534.0
2547,2025-07-03,Entrepot_B,Transporteur_Y,335,0.92,True,2025-07-05,0,2025-07-05,1.2,402.0
2548,2025-04-02,Entrepot_C,Transporteur_X,261,0.77,False,2025-04-04,1,2025-04-05,1.4,365.0
2549,2025-07-30,Entrepot_B,Transporteur_X,629,0.77,True,2025-08-02,0,2025-08-02,1.4,881.0
2550,2025-01-14,Entrepot_C,Transporteur_X,683,0.77,True,2025-01-17,0,2025-01-17,1.4,956.0
2551,2025-06-28,Entrepot_A,Transporteur_Y,723,0.92,True,2025-07-01,0,2025-07-01,1.2,868.0
2552,2025-11-16,Entrepot_B,Transporteur_X,299,0.77,True,2025-11-18,0,2025-11-18,1.4,419.0
2553,2025-03-25,Entrepot_A,Transporteur_Z,237,0.86,True,2025-03-27,0,2025-03-27,1.05,249.0
2554,2025-11-06,Entrepot_C,Transporteur_X,481,0.77,True,2025-11-09,0,2025-11-09,1.4,673.0
2555,2025-03-15,Entrepot_A,Transporteur_Y,185,0.92,True,2025-03-17,0,2025-03-17,1.2,222.0
2556,2025-09-07,Entrepot_C,Transporteur_Z,357,0.86,True,2025-09-09,0,2025-09-09,1.05,375.0
2557,2025-02-13,Entrepot_A,Transporteur_Z,202,0.86,True,2025-02-15,0,2025-02-15,1.05,212.0
2558,2025-04-24,Entrepot_C,Transporteur_X,539,0.77,True,2025-04-27,0,2025-04-27,1.4,755.0
2559,2025-03-06,Entrepot_B,Transporteur_Z,402,0.86,True,2025-03-08,0,2025-03-08,1.05,422.0
2560,2025-05-19,Entrepot_C,Transporteur_X,545,0.77,True,2025-05-22,0,2025-05-22,1.4,763.0
2561,2025-02-09,Entrepot_C,Transporteur_X,267,0.77,False,2025-02-11,3,2025-02-14,1.4,374.0
2562,2025-05-22,Entrepot_B,Transporteur_Z,452,0.86,True,2025-05-25,0,2025-05-25,1.05,475.0
2563,2025-01-09,Entrepot_A,Transporteur_Z,505,0.86,True,2025-01-12,0,2025-01-12,1.05,530.0
2564,2025-06-26,Entrepot_A,Transporteur_Z,381,0.86,True,2025-06-28,0,2025-06-28,1.05,400.0
2565,2025-11-17,Entrepot_C,Transporteur_Y,321,0.92,True,2025-11-19,0,2025-11-19,1.2,385.0
2566,2025-07-21,Entrepot_B,Transporteur_Y,337,0.92,False,2025-07-23,1,2025-07-24,1.2,404.0
2567,2025-04-18,Entrepot_C,Transporteur_Z,182,0.86,True,2025-04-20,0,2025-04-20,1.05,191.0
2568,2025-08-12,Entrepot_C,Transporteur_Y,798,0.92,True,2025-08-16,0,2025-08-16,1.2,958.0
2569,2025-10-09,Entrepot_B,Transporteur_X,200,0.77,True,2025-10-11,0,2025-10-11,1.4,280.0
2570,2025-08-06,Entrepot_A,Transporteur_Y,142,0.92,True,2025-08-07,0,2025-08-07,1.2,170.0
2571,2025-01-23,Entrepot_A,Transporteur_Y,538,0.92,True,2025-01-26,0,2025-01-26,1.2,646.0
2572,2025-11-26,Entrepot_C,Transporteur_Z,451,0.86,False,2025-11-29,1,2025-11-30,1.05,474.0
2573,2025-11-24,Entrepot_B,Transporteur_Y,640,0.92,False,2025-11-27,1,2025-11-28,1.2,768.0
2574,2025-03-05,Entrepot_A,Transporteur_Y,619,0.92,False,2025-03-08,2,2025-03-10,1.2,743.0
2575,2025-04-29,Entrepot_B,Transporteur_X,94,0.77,True,2025-04-30,0,2025-04-30,1.4,132.0
2576,2025-10-04,Entrepot_B,Transporteur_X,230,0.77,True,2025-10-06,0,2025-10-06,1.4,322.0
2577,2025-08-22,Entrepot_A,Transporteur_Z,339,0.86,True,2025-08-24,0,2025-08-24,1.05,356.0
2578,2025-01-30,Entrepot_B,Transporteur_X,578,0.77,True,2025-02-02,0,2025-02-02,1.4,809.0
2579,2025-03-17,Entrepot_B,Transporteur_X,126,0.77,True,2025-03-18,0,2025-03-18,1.4,176.0
2580,2025-03-01,Entrepot_A,Transporteur_Y,258,0.92,True,2025-03-03,0,2025-03-03,1.2,310.0
2581,2025-02-14,Entrepot_B,Transporteur_Z,386,0.86,True,2025-02-16,0,2025-02-16,1.05,405.0
2582,2025-05-28,Entrepot_C,Transporteur_Y,276,0.92,True,2025-05-30,0,2025-05-30,1.2,331.0
2583,2025-11-20,Entrepot_C,Transporteur_Y,783,0.92,True,2025-11-24,0,2025-11-24,1.2,940.0
2584,2025-10-12,Entrepot_A,Transporteur_X,330,0.77,False,2025-10-14,3,2025-10-17,1.4,462.0
2585,2025-09-07,Entrepot_A,Transporteur_Z,682,0.86,True,2025-09-10,0,2025-09-10,1.05,716.0
2586,2025-12-02,Entrepot_A,Transporteur_X,417,0.77,True,2025-12-04,0,2025-12-04,1.4,584.0
2587,2025-05-16,Entrepot_B,Transporteur_X,704,0.77,True,2025-05-19,0,2025-05-19,1.4,986.0
2588,2025-04-04,Entrepot_A,Transporteur_Y,164,0.92,True,2025-04-06,0,2025-04-06,1.2,197.0
2589,2025-11-15,Entrepot_C,Transporteur_Z,624,0.86,True,2025-11-18,0,2025-11-18,1.05,655.0
2590,2025-06-03,Entrepot_A,Transporteur_Y,465,0.92,True,2025-06-06,0,2025-06-06,1.2,558.0
2591,2025-12-20,Entrepot_C,Transporteur_Y,347,0.92,True,2025-12-22,0,2025-12-22,1.2,416.0
2592,2025-04-12,Entrepot_A,Transporteur_X,85,0.77,True,2025-04-13,0,2025-04-13,1.4,119.0
2593,2025-02-18,Entrepot_B,Transporteur_Z,335,0.86,True,2025-02-20,0,2025-02-20,1.05,352.0
2594,2025-05-04,Entrepot_A,Transporteur_Z,339,0.86,True,2025-05-06,0,2025-05-06,1.05,356.0
2595,2025-03-16,Entrepot_C,Transporteur_X,381,0.77,True,2025-03-18,0,2025-03-18,1.4,533.0
2596,2025-05-02,Entrepot_B,Transporteur_Y,70,0.92,True,2025-05-03,0,2025-05-03,1.2,84.0
2597,2025-09-01,Entrepot_B,Transporteur_X,345,0.77,True,2025-09-03,0,2025-09-03,1.4,483.0
2598,2025-08-15,Entrepot_A,Transporteur_X,800,0.77,True,2025-08-19,0,2025-08-19,1.4,1120.0
2599,2025-10-29,Entrepot_A,Transporteur_Z,536,0.86,True,2025-11-01,0,2025-11-01,1.05,563.0
2600,2025-10-17,Entrepot_A,Transporteur_Y,209,0.92,True,2025-10-19,0,2025-10-19,1.2,251.0
2601,2025-10-01,Entrepot_C,Transporteur_X,625,0.77,True,2025-10-04,0,2025-10-04,1.4,875.0
2602,2025-06-18,Entrepot_A,Transporteur_Z,139,0.86,True,2025-06-19,0,2025-06-19,1.05,146.0
2603,2025-07-24,Entrepot_C,Transporteur_Z,698,0.86,True,2025-07-27,0,2025-07-27,1.05,733.0
2604,2025-04-18,Entrepot_C,Transporteur_Z,641,0.86,True,2025-04-21,0,2025-04-21,1.05,673.0
2605,2025-02-13,Entrepot_C,Transporteur_Y,440,0.92,True,2025-02-15,0,2025-02-15,1.2,528.0
2606,2025-03-25,Entrepot_A,Transporteur_Z,338,0.86,True,2025-03-27,0,2025-03-27,1.05,355.0
2607,2025-05-06,Entrepot_A,Transporteur_Y,163,0.92,True,2025-05-08,0,2025-05-08,1.2,196.0
2608,2025-04-13,Entrepot_A,Transporteur_Y,51,0.92,True,2025-04-14,0,2025-04-14,1.2,61.0
2609,2025-09-28,Entrepot_B,Transporteur_X,592,0.77,True,2025-10-01,0,2025-10-01,1.4,829.0
2610,2025-12-08,Entrepot_A,Transporteur_X,276,0.77,True,2025-12-10,0,2025-12-10,1.4,386.0
2611,2025-09-01,Entrepot_C,Transporteur_X,380,0.77,True,2025-09-03,0,2025-09-03,1.4,532.0
2612,2025-08-05,Entrepot_C,Transporteur_Z,249,0.86,True,2025-08-07,0,2025-08-07,1.05,261.0
2613,2025-03-06,Entrepot_B,Transporteur_X,307,0.77,True,2025-03-08,0,2025-03-08,1.4,430.0
2614,2025-05-05,Entrepot_B,Transporteur_Z,251,0.86,False,2025-05-07,3,2025-05-10,1.05,264.0
2615,2025-08-03,Entrepot_A,Transporteur_Z,737,0.86,False,2025-08-06,2,2025-08-08,1.05,774.0
2616,2025-10-11,Entrepot_C,Transporteur_Y,261,0.92,True,2025-10-13,0,2025-10-13,1.2,313.0
2617,2025-04-21,Entrepot_C,Transporteur_Z,124,0.86,True,2025-04-22,0,2025-04-22,1.05,130.0
2618,2025-08-09,Entrepot_A,Transporteur_Y,783,0.92,True,2025-08-13,0,2025-08-13,1.2,940.0
2619,2025-03-15,Entrepot_C,Transporteur_X,409,0.77,False,2025-03-17,3,2025-03-20,1.4,573.0
2620,2025-08-22,Entrepot_B,Transporteur_Z,205,0.86,True,2025-08-24,0,2025-08-24,1.05,215.0
2621,2025-02-08,Entrepot_C,Transporteur_X,326,0.77,True,2025-02-10,0,2025-02-10,1.4,456.0
2622,2025-08-31,Entrepot_A,Transporteur_X,648,0.77,True,2025-09-03,0,2025-09-03,1.4,907.0
2623,2025-11-22,Entrepot_C,Transporteur_Z,592,0.86,True,2025-11-25,0,2025-11-25,1.05,622.0
2624,2025-10-20,Entrepot_B,Transporteur_X,184,0.77,True,2025-10-22,0,2025-10-22,1.4,258.0
2625,2025-10-26,Entrepot_B,Transporteur_Y,483,0.92,True,2025-10-29,0,2025-10-29,1.2,580.0
2626,2025-05-20,Entrepot_C,Transporteur_Y,694,0.92,True,2025-05-23,0,2025-05-23,1.2,833.0
2627,2025-06-07,Entrepot_A,Transporteur_Y,765,0.92,False,2025-06-11,1,2025-06-12,1.2,918.0
2628,2025-04-06,Entrepot_C,Transporteur_Z,165,0.86,True,2025-04-08,0,2025-04-08,1.05,173.0
2629,2025-07-18,Entrepot_A,Transporteur_Y,237,0.92,True,2025-07-20,0,2025-07-20,1.2,284.0
2630,2025-11-08,Entrepot_B,Transporteur_X,260,0.77,False,2025-11-10,3,2025-11-13,1.4,364.0
2631,2025-11-09,Entrepot_B,Transporteur_X,454,0.77,True,2025-11-12,0,2025-11-12,1.4,636.0
2632,2025-02-13,Entrepot_C,Transporteur_X,601,0.77,True,2025-02-16,0,2025-02-16,1.4,841.0
2633,2025-11-26,Entrepot_B,Transporteur_Y,687,0.92,True,2025-11-29,0,2025-11-29,1.2,824.0
2634,2025-10-11,Entrepot_A,Transporteur_Z,752,0.86,True,2025-10-15,0,2025-10-15,1.05,790.0
2635,2025-08-10,Entrepot_B,Transporteur_X,293,0.77,True,2025-08-12,0,2025-08-12,1.4,410.0
2636,2025-07-29,Entrepot_C,Transporteur_Y,645,0.92,True,2025-08-01,0,2025-08-01,1.2,774.0
2637,2025-02-22,Entrepot_A,Transporteur_Y,639,0.92,True,2025-02-25,0,2025-02-25,1.2,767.0
2638,2025-08-11,Entrepot_B,Transporteur_Y,335,0.92,True,2025-08-13,0,2025-08-13,1.2,402.0
2639,2025-10-30,Entrepot_A,Transporteur_Y,149,0.92,True,2025-10-31,0,2025-10-31,1.2,179.0
2640,2025-10-19,Entrepot_A,Transporteur_Z,222,0.86,True,2025-10-21,0,2025-10-21,1.05,233.0
2641,2025-10-31,Entrepot_B,Transporteur_Y,203,0.92,True,2025-11-02,0,2025-11-02,1.2,244.0
2642,2025-10-02,Entrepot_B,Transporteur_Z,700,0.86,True,2025-10-05,0,2025-10-05,1.05,735.0
2643,2025-07-30,Entrepot_C,Transporteur_Y,740,0.92,False,2025-08-02,4,2025-08-06,1.2,888.0
2644,2025-05-05,Entrepot_A,Transporteur_Y,292,0.92,True,2025-05-07,0,2025-05-07,1.2,350.0
2645,2025-02-15,Entrepot_A,Transporteur_X,627,0.77,True,2025-02-18,0,2025-02-18,1.4,878.0
2646,2025-03-24,Entrepot_B,Transporteur_X,673,0.77,True,2025-03-27,0,2025-03-27,1.4,942.0
2647,2025-12-06,Entrepot_A,Transporteur_X,393,0.77,False,2025-12-08,2,2025-12-10,1.4,550.0
2648,2025-12-17,Entrepot_C,Transporteur_Y,614,0.92,True,2025-12-20,0,2025-12-20,1.2,737.0
2649,2025-01-05,Entrepot_A,Transporteur_Y,618,0.92,True,2025-01-08,0,2025-01-08,1.2,742.0
2650,2025-09-23,Entrepot_C,Transporteur_Y,172,0.92,True,2025-09-25,0,2025-09-25,1.2,206.0
2651,2025-11-05,Entrepot_C,Transporteur_Y,682,0.92,True,2025-11-08,0,2025-11-08,1.2,818.0
2652,2025-12-20,Entrepot_A,Transporteur_Y,584,0.92,True,2025-12-23,0,2025-12-23,1.2,701.0
2653,2025-10-17,Entrepot_C,Transporteur_Y,560,0.92,True,2025-10-20,0,2025-10-20,1.2,672.0
2654,2025-02-07,Entrepot_B,Transporteur_Z,566,0.86,True,2025-02-10,0,2025-02-10,1.05,594.0
2655,2025-07-29,Entrepot_A,Transporteur_Y,779,0.92,True,2025-08-02,0,2025-08-02,1.2,935.0
2656,2025-06-12,Entrepot_B,Transporteur_X,628,0.77,True,2025-06-15,0,2025-06-15,1.4,879.0
2657,2025-12-27,Entrepot_C,Transporteur_Z,565,0.86,True,2025-12-30,0,2025-12-30,1.05,593.0
2658,2025-03-21,Entrepot_A,Transporteur_Z,532,0.86,True,2025-03-24,0,2025-03-24,1.05,559.0
2659,2025-12-03,Entrepot_A,Transporteur_Z,78,0.86,True,2025-12-04,0,2025-12-04,1.05,82.0
2660,2025-06-13,Entrepot_A,Transporteur_Z,276,0.86,True,2025-06-15,0,2025-06-15,1.05,290.0
2661,2025-06-27,Entrepot_A,Transporteur_Y,421,0.92,True,2025-06-29,0,2025-06-29,1.2,505.0
2662,2025-06-11,Entrepot_A,Transporteur_Y,411,0.92,True,2025-06-13,0,2025-06-13,1.2,493.0
2663,2025-12-27,Entrepot_C,Transporteur_Z,283,0.86,True,2025-12-29,0,2025-12-29,1.05,297.0
2664,2025-07-22,Entrepot_A,Transporteur_Z,336,0.86,True,2025-07-24,0,2025-07-24,1.05,353.0
2665,2025-03-19,Entrepot_A,Transporteur_Z,209,0.86,False,2025-03-21,1,2025-03-22,1.05,219.0
2666,2025-07-23,Entrepot_A,Transporteur_X,574,0.77,True,2025-07-26,0,2025-07-26,1.4,804.0
2667,2025-08-22,Entrepot_A,Transporteur_Z,158,0.86,False,2025-08-24,2,2025-08-26,1.05,166.0
2668,2025-08-09,Entrepot_B,Transporteur_Z,184,0.86,True,2025-08-11,0,2025-08-11,1.05,193.0
2669,2025-02-06,Entrepot_C,Transporteur_Y,234,0.92,True,2025-02-08,0,2025-02-08,1.2,281.0
2670,2025-12-05,Entrepot_A,Transporteur_Y,333,0.92,True,2025-12-07,0,2025-12-07,1.2,400.0
2671,2025-03-15,Entrepot_C,Transporteur_X,705,0.77,True,2025-03-18,0,2025-03-18,1.4,987.0
2672,2025-09-29,Entrepot_B,Transporteur_Z,729,0.86,True,2025-10-02,0,2025-10-02,1.05,765.0
2673,2025-07-27,Entrepot_C,Transporteur_Y,270,0.92,True,2025-07-29,0,2025-07-29,1.2,324.0
2674,2025-10-01,Entrepot_B,Transporteur_Y,429,0.92,True,2025-10-03,0,2025-10-03,1.2,515.0
2675,2025-05-02,Entrepot_B,Transporteur_Z,189,0.86,True,2025-05-04,0,2025-05-04,1.05,198.0
2676,2025-05-15,Entrepot_B,Transporteur_Y,788,0.92,True,2025-05-19,0,2025-05-19,1.2,946.0
2677,2025-02-22,Entrepot_A,Transporteur_Z,106,0.86,True,2025-02-23,0,2025-02-23,1.05,111.0
2678,2025-11-24,Entrepot_B,Transporteur_Y,480,0.92,True,2025-11-27,0,2025-11-27,1.2,576.0
2679,2025-06-22,Entrepot_B,Transporteur_Y,720,0.92,True,2025-06-25,0,2025-06-25,1.2,864.0
2680,2025-02-02,Entrepot_A,Transporteur_Z,767,0.86,False,2025-02-06,1,2025-02-07,1.05,805.0
2681,2025-08-10,Entrepot_A,Transporteur_X,468,0.77,True,2025-08-13,0,2025-08-13,1.4,655.0
2682,2025-01-31,Entrepot_B,Transporteur_Z,346,0.86,True,2025-02-02,0,2025-02-02,1.05,363.0
2683,2025-07-09,Entrepot_C,Transporteur_X,60,0.77,True,2025-07-10,0,2025-07-10,1.4,84.0
2684,2025-11-24,Entrepot_B,Transporteur_Z,421,0.86,False,2025-11-26,2,2025-11-28,1.05,442.0
2685,2025-08-02,Entrepot_C,Transporteur_Z,662,0.86,True,2025-08-05,0,2025-08-05,1.05,695.0
2686,2025-12-16,Entrepot_C,Transporteur_X,671,0.77,True,2025-12-19,0,2025-12-19,1.4,939.0
2687,2025-07-10,Entrepot_C,Transporteur_Z,353,0.86,False,2025-07-12,1,2025-07-13,1.05,371.0
2688,2025-12-07,Entrepot_A,Transporteur_Y,646,0.92,True,2025-12-10,0,2025-12-10,1.2,775.0
2689,2025-03-23,Entrepot_A,Transporteur_X,690,0.77,False,2025-03-26,2,2025-03-28,1.4,966.0
2690,2025-03-13,Entrepot_C,Transporteur_Y,427,0.92,True,2025-03-15,0,2025-03-15,1.2,512.0
2691,2025-03-12,Entrepot_A,Transporteur_Z,64,0.86,True,2025-03-13,0,2025-03-13,1.05,67.0
2692,2025-06-19,Entrepot_A,Transporteur_X,101,0.77,True,2025-06-20,0,2025-06-20,1.4,141.0
2693,2025-11-20,Entrepot_C,Transporteur_Z,65,0.86,True,2025-11-21,0,2025-11-21,1.05,68.0
2694,2025-01-12,Entrepot_C,Transporteur_Z,261,0.86,True,2025-01-14,0,2025-01-14,1.05,274.0
2695,2025-08-16,Entrepot_B,Transporteur_X,738,0.77,False,2025-08-19,1,2025-08-20,1.4,1033.0
2696,2025-11-24,Entrepot_B,Transporteur_Y,86,0.92,True,2025-11-25,0,2025-11-25,1.2,103.0
2697,2025-11-15,Entrepot_C,Transporteur_Y,208,0.92,True,2025-11-17,0,2025-11-17,1.2,250.0
2698,2025-02-02,Entrepot_A,Transporteur_Y,550,0.92,False,2025-02-05,4,2025-02-09,1.2,660.0
2699,2025-07-08,Entrepot_B,Transporteur_Z,530,0.86,False,2025-07-11,4,2025-07-15,1.05,556.0
2700,2025-05-16,Entrepot_A,Transporteur_Y,358,0.92,True,2025-05-18,0,2025-05-18,1.2,430.0
2701,2025-07-21,Entrepot_A,Transporteur_Y,68,0.92,True,2025-07-22,0,2025-07-22,1.2,82.0
2702,2025-02-17,Entrepot_B,Transporteur_Y,96,0.92,True,2025-02-18,0,2025-02-18,1.2,115.0
2703,2025-02-25,Entrepot_C,Transporteur_Y,616,0.92,True,2025-02-28,0,2025-02-28,1.2,739.0
2704,2025-02-01,Entrepot_C,Transporteur_X,91,0.77,False,2025-02-02,2,2025-02-04,1.4,127.0
2705,2025-08-24,Entrepot_A,Transporteur_X,310,0.77,True,2025-08-26,0,2025-08-26,1.4,434.0
2706,2025-07-06,Entrepot_C,Transporteur_X,595,0.77,True,2025-07-09,0,2025-07-09,1.4,833.0
2707,2025-03-23,Entrepot_B,Transporteur_Y,115,0.92,True,2025-03-24,0,2025-03-24,1.2,138.0
2708,2025-11-16,Entrepot_C,Transporteur_Y,615,0.92,True,2025-11-19,0,2025-11-19,1.2,738.0
2709,2025-03-11,Entrepot_B,Transporteur_Y,472,0.92,True,2025-03-14,0,2025-03-14,1.2,566.0
2710,2025-06-27,Entrepot_C,Transporteur_X,216,0.77,True,2025-06-29,0,2025-06-29,1.4,302.0
2711,2025-04-13,Entrepot_A,Transporteur_X,688,0.77,True,2025-04-16,0,2025-04-16,1.4,963.0
2712,2025-02-07,Entrepot_C,Transporteur_Y,90,0.92,True,2025-02-08,0,2025-02-08,1.2,108.0
2713,2025-03-28,Entrepot_B,Transporteur_X,439,0.77,True,2025-03-30,0,2025-03-30,1.4,615.0
2714,2025-11-14,Entrepot_A,Transporteur_X,100,0.77,True,2025-11-15,0,2025-11-15,1.4,140.0
2715,2025-09-04,Entrepot_B,Transporteur_Z,433,0.86,False,2025-09-06,1,2025-09-07,1.05,455.0
2716,2025-11-23,Entrepot_B,Transporteur_Y,662,0.92,True,2025-11-26,0,2025-11-26,1.2,794.0
2717,2025-01-20,Entrepot_A,Transporteur_Y,429,0.92,True,2025-01-22,0,2025-01-22,1.2,515.0
2718,2025-05-16,Entrepot_B,Transporteur_Z,87,0.86,True,2025-05-17,0,2025-05-17,1.05,91.0
